district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std,source_year,planning_room_id,planning_room_name,prediction_area_id,prediction_area_name
112005.0,Alt-Hohenschönhausen Süd,4184,3939,3242,63,133,112,2945,66,1357,55,650.09,615.0,193.27,524.45,520.0,93.15,642.18,616.0,158.73,768.95,739.0,210.22,796.89,766.8,189.38,904.94,812.0,340.74,2021,,,,
113006.0,Fennpfuhl,4715,4439,3675,91,141,135,3391,49,1909,38,610.53,573.0,183.99,521.53,500.5,105.64,634.14,621.0,161.92,748.4,730.0,142.89,786.16,768.48,118.46,866.3,804.0,332.69,2021,,,,
113007.0,Alt-Lichtenberg,5465,4258,3682,111,367,167,3355,174,1949,136,603.79,565.0,202.26,483.5,468.0,110.59,623.46,601.0,163.24,757.22,736.5,194.59,826.88,797.31,165.07,928.24,734.0,444.73,2021,,,,
113008.0,Frankfurter Allee Süd,1594,1474,1262,32,60,60,1145,20,558,16,640.27,603.0,195.29,620.48,572.0,262.9,705.77,640.5,144.87,815.14,756.5,179.87,800.33,765.43,110.69,907.7,848.0,350.51,2021,,,,
114009.0,Neu-Lichtenberg,3388,3113,2584,43,131,143,2335,59,851,46,676.99,656.0,215.61,637.3,620.0,187.23,692.15,710.0,143.75,771.1,775.0,161.27,841.43,832.47,121.59,1069.6,1002.0,417.33,2021,,,,
114010.0,Friedrichsfelde Nord,2151,1998,1663,40,70,83,1505,20,470,17,695.41,674.0,200.5,589.78,597.0,125.0,694.02,703.5,96.1,811.09,805.5,107.7,802.18,781.04,94.47,969.83,844.0,372.95,2021,,,,
114011.0,Friedrichsfelde Süd,3975,3742,3036,72,117,115,2715,28,1123,15,675.92,634.0,201.51,575.88,566.5,129.27,698.63,683.0,152.04,879.6,845.0,127.17,912.47,886.91,112.51,922.26,879.0,298.0,2021,,,,
115012.0,Rummelsburger Bucht,505,435,374,6,26,44,330,7,117,0,703.38,673.5,206.63,776.5,776.5,137.89,823.0,834.0,178.82,866.6,831.5,140.23,1083.83,1073.35,122.56,1010.24,895.0,427.77,2021,,,,
115013.0,Karlshorst,2477,2307,1918,54,60,109,1668,12,804,6,657.78,613.0,236.35,525.6,492.0,139.74,606.97,586.0,159.46,888.0,880.0,139.84,1142.29,915.75,713.85,841.72,744.0,364.83,2021,,,,
121001.0,Ost 1 - Reginhardstraße,3483,3258,2653,63,95,130,2385,23,874,20,677.57,645.0,189.3,565.55,549.0,110.57,642.43,634.0,129.45,734.04,726.0,131.64,818.6,779.87,214.91,842.0,822.0,239.22,2021,,,,
121002.0,Ost 2 - Alt-Reinickendorf,4133,3821,3175,86,146,164,2846,53,1386,44,641.41,606.0,189.65,531.34,519.0,137.74,629.27,617.5,148.17,762.45,734.5,181.31,791.59,749.23,158.66,789.13,736.0,276.83,2021,,,,
122003.0,West 4 - Auguste-Viktoria-Allee,3699,3472,2845,51,90,137,2591,42,1103,37,655.35,625.0,181.05,541.54,510.0,119.44,655.76,628.0,116.16,736.52,710.0,139.47,783.34,720.88,237.72,899.61,843.5,279.69,2021,,,,
122004.0,West 1 - Tegel-Süd/Flughafensee,2125,1924,1639,50,81,119,1447,19,677,6,657.01,614.0,226.49,540.76,516.0,155.69,701.75,641.5,182.41,863.57,849.5,200.51,1008.31,959.36,166.37,929.18,904.0,304.79,2021,,,,
122005.0,West 5 - Tegel,2296,2091,1849,51,56,67,1649,15,952,14,581.24,504.0,254.35,415.88,376.0,136.63,582.92,509.5,211.93,708.04,728.5,205.69,803.51,803.45,124.06,886.81,923.5,374.52,2021,,,,
124006.0,West 2 - Heiligensee/Konradshöhe,2261,2120,1773,66,42,99,1502,10,438,0,746.61,708.0,251.56,606.7,598.0,144.01,764.4,760.5,168.65,1074.47,962.0,307.62,1222.14,1196.6,130.97,1031.0,904.0,403.1,2021,,,,
124007.0,Nord 1 - Frohnau/Hermsdorf,3447,2920,2481,74,56,209,2094,9,1085,3,645.6,592.0,240.83,538.56,536.0,132.02,694.08,688.0,204.72,941.33,907.0,178.1,1057.62,930.21,296.14,998.9,955.0,396.71,2021,,,,
125008.0,West 3 - Borsigwalde/Freie Scholle,2101,1967,1674,51,63,71,1510,23,843,14,620.96,576.0,211.15,490.42,487.0,110.89,635.59,564.5,166.44,781.69,721.0,218.76,922.16,849.27,262.33,918.96,884.0,267.52,2021,,,,
125009.0,Nord 2 - Waidmannslust/Wittenau/Lübars,5565,4799,4077,110,123,191,3603,44,1795,36,644.56,601.0,225.62,524.35,487.0,144.18,648.48,658.0,163.92,772.19,798.0,190.34,808.12,769.79,158.91,771.37,694.0,301.13,2021,,,,
126010.0,Rollbergesiedlung,1319,1236,1009,21,27,56,918,10,420,7,662.52,613.5,206.27,603.81,583.0,121.12,606.88,611.5,64.23,783.0,759.0,175.08,801.71,705.5,201.51,833.63,754.0,248.27,2021,,,,
126011.0,MV Nord,4079,3818,3110,74,85,99,2735,41,669,22,752.4,714.0,216.18,623.65,644.0,133.59,767.26,758.0,203.49,875.06,889.0,125.85,880.65,878.43,118.21,879.14,845.0,246.69,2021,,,,
126012.0,MV Süd,1717,1639,1320,33,24,52,1154,8,448,6,691.14,654.0,218.02,541.25,533.0,90.49,663.64,652.5,136.02,916.45,928.0,204.59,829.42,811.31,98.67,752.72,704.0,239.46,2021,,,,
,,674,402,333,7,42,32,293,30,159,30,595.0102389078498,584.0,161.94,474.6,459.0,46.51,646.0645161290323,654.0,100.98,714.7647058823529,699.0,108.85,728.5478333333335,724.338,79.93,953.0,869.0,329.24,2021,1100101.0,Stülerstraße,,
,,1179,941,882,26,174,64,774,122,391,95,630.204134366925,599.0,210.29,537.421052631579,530.0,184.48,621.418918918919,618.0,109.7,740.0370370370371,734.0,125.16,830.2894590163932,804.9005,157.15,971.2830188679244,942.0,346.51,2021,1100102.0,Großer Tiergarten,,
,,1024,772,677,27,26,29,591,19,348,16,574.3434856175973,565.0,182.18,502.9565217391304,506.0,123.38,696.8095238095239,688.0,142.18,730.45,716.0,133.67,802.9387368421052,765.81,153.17,813.4230769230769,733.5,289.46,2021,1100103.0,Lützowstraße,,
,,406,358,291,5,26,22,262,10,161,10,588.087786259542,559.5,203.83,385.2,364.0,110.95,640.4,661.5,125.29,689.2105263157895,684.0,146.34,731.8114,759.3605,77.36,999.1176470588236,953.0,309.62,2021,1100104.0,Körnerstraße,,
,,671,590,535,10,62,19,481,36,262,29,617.014553014553,590.0,174.95,514.7777777777778,502.0,53.18,600.2083333333334,597.5,86.06,743.14,733.0,135.71,822.0056388888888,803.45,139.35,896.625,945.5,257.87,2021,1100205.0,Wilhelmstraße,,
,,1814,1566,1472,39,172,72,1301,131,730,111,607.531898539585,582.0,188.66,512.7777777777778,494.0,130.07,613.9383561643835,609.0,118.18,723.7074829931972,711.0,115.07,802.5616335877864,767.63,163.44,933.9830508474575,903.0,392.02,2021,1100206.0,Unter den Linden,,
,,1216,1075,939,24,74,65,852,47,510,40,591.8462441314554,573.5,149.81,485.8181818181818,472.5,96.52,605.728813559322,583.0,112.69,709.561403508772,703.0,124.78,768.0076808510639,764.536,131.43,866.0425531914893,844.0,341.66,2021,1100207.0,Leipziger Straße,,
,,2105,1004,903,23,140,64,782,108,498,85,575.1227621483376,528.0,217.96,441.2,448.0,112.85,596.0555555555555,585.0,107.87,727.0076923076923,698.5,161.44,825.0353981481481,769.395,284.13,909.6458333333334,898.5,360.44,2021,1100308.0,Charitéviertel,,
,,1813,1481,1350,31,141,60,1212,83,714,72,593.9009900990098,571.0,183.36,524.1578947368421,536.0,112.01,582.7787610619469,567.0,121.88,705.1363636363636,691.0,137.86,753.6348554216869,707.966,146.6,1033.560975609756,1055.0,423.27,2021,1100309.0,Oranienburger Straße,,
,,4623,4292,4013,116,200,129,3565,129,2274,115,575.9946704067321,541.0,192.36,444.06666666666666,432.0,100.94,575.0066666666667,556.5,131.27,696.6666666666666,688.0,120.09,733.4937829457363,707.647,131.74,923.2970297029703,899.0,421.59,2021,1100310.0,Alexanderplatzviertel,,
,,1626,1476,1260,38,87,62,1159,46,783,41,566.2467644521139,526.0,194.91,440.21875,431.5,106.51,514.4035087719299,483.0,168.3,637.9333333333333,632.0,106.35,718.0337608695651,671.5564999999999,187.6,859.75,685.5,416.06,2021,1100311.0,Karl-Marx-Allee,,
,,1192,1088,911,21,58,46,826,27,540,21,577.1404358353511,541.5,171.51,518.0666666666667,498.0,122.13,623.5,613.5,120.42,661.060606060606,656.0,72.83,817.2302222222221,746.523,276.12,881.1111111111111,753.5,375.11,2021,1100312.0,Heine-Viertel West,,
,,1162,1055,904,14,62,45,831,25,618,23,558.4139590854393,525.0,168.74,430.2142857142857,432.0,98.13,559.3846153846154,531.0,160.79,642.3333333333334,618.0,161.01,674.8166400000002,605.78,191.0,883.1891891891892,820.0,405.52,2021,1100313.0,Heine-Viertel Ost,,
,,363,335,274,3,19,9,252,12,145,12,612.8174603174604,556.5,230.6,431.0,431.0,,553.8235294117648,534.0,80.14,662.9230769230769,658.0,73.47,705.07125,697.155,80.14,953.125,861.5,446.5,2021,1100414.0,Nordbahnhof,,
,,1022,923,815,24,58,41,729,25,476,24,575.3566529492456,543.0,174.48,490.5263157894737,482.0,84.72,578.0232558139535,563.0,127.47,663.2093023255813,614.0,168.42,732.8233600000001,709.383,181.9,873.0322580645161,679.0,412.62,2021,1100415.0,Invalidenstraße,,
,,941,862,742,10,40,39,670,7,416,7,587.9134328358209,542.5,209.49,474.0,447.0,91.07,531.1071428571429,504.0,94.35,590.6363636363636,565.5,109.62,732.0332857142857,714.66,91.9,889.0,648.5,501.48,2021,1100416.0,Arkonaplatz,,
,,786,648,577,15,74,64,507,51,280,45,614.4635108481262,580.0,188.37,471.5,456.5,97.44,626.8333333333334,611.0,126.97,716.7741935483871,691.5,152.83,763.668274509804,735.867,137.99,841.6595744680851,754.0,304.0,2021,1200517.0,Huttenkiez,,
,,826,765,632,11,32,29,580,11,330,9,605.4931034482759,577.5,178.85,492.8888888888889,491.0,59.3,630.2272727272727,606.5,212.25,660.5,646.5,147.53,735.5420909090908,650.773,232.27,787.55,728.5,352.55,2021,1200518.0,Beusselkiez,,
,,988,903,765,14,41,44,684,17,339,15,632.8406432748538,603.5,174.91,490.27272727272725,512.0,74.42,646.1304347826087,563.0,219.04,709.8275862068965,703.0,122.22,774.658176470588,736.956,158.86,786.1142857142858,709.0,252.94,2021,1200519.0,Emdener Straße,,
,,1016,892,756,23,78,46,670,20,392,15,609.8268656716418,575.0,179.33,510.1875,538.5,108.95,591.675,544.5,155.51,731.3030303030303,724.0,182.81,855.1707000000002,802.9485,234.97,795.0769230769231,703.0,340.47,2021,1200520.0,Bremer Straße,,
,,570,519,428,8,24,27,378,5,233,5,575.2248677248677,554.5,168.35,442.0,438.5,54.8,499.3571428571428,485.5,94.61,561.75,574.5,66.43,636.568,621.307,84.6,664.695652173913,619.0,230.08,2021,1200521.0,Zwinglistraße,,
,,1162,1102,923,19,22,36,803,4,493,4,576.706102117061,550.0,198.17,427.0,405.5,106.06,550.4166666666666,553.5,91.17,682.5555555555555,725.0,116.44,773.5815,765.1995,59.26,605.9333333333333,493.5,299.31,2021,1200522.0,Elberfelder Straße,,
,,1266,1154,1010,16,53,59,919,22,546,16,603.892274211099,569.0,185.37,499.84615384615387,532.0,118.7,604.5,577.0,128.1,700.6969696969697,677.0,174.43,802.4409999999999,781.7365,134.82,814.5,782.0,320.3,2021,1200623.0,Stephankiez,,
,,618,555,472,16,22,41,424,8,276,5,569.3985849056604,537.5,181.83,427.7,417.5,93.79,564.3571428571429,515.5,140.19,734.2142857142857,714.0,187.7,892.2816249999998,847.0419999999999,215.54,790.09375,682.0,322.04,2021,1200624.0,Heidestraße,,
,,991,922,781,27,35,34,709,15,439,9,600.1763046544429,555.0,191.77,486.6,443.0,100.91,630.047619047619,574.0,161.07,699.4583333333334,656.0,169.27,860.5352000000001,857.483,127.04,701.0,626.0,272.92,2021,1200625.0,Lübecker Straße,,
,,739,679,583,9,27,33,522,7,351,6,567.2758620689655,528.0,184.96,452.2,441.0,81.56,574.375,512.0,143.91,626.4615384615385,559.0,199.72,771.6142857142856,742.017,102.72,832.92,732.0,338.01,2021,1200626.0,Thomasiusstraße,,
,,828,790,668,18,27,11,597,12,372,11,584.7705192629816,543.0,187.81,434.0,432.0,81.32,587.6428571428571,529.0,135.36,716.4666666666667,612.0,226.3,752.9886666666666,702.23,192.15,649.3,716.5,270.52,2021,1200627.0,Zillesiedlung,,
,,2137,1952,1813,49,133,51,1605,77,1065,60,555.6922118380062,505.0,206.24,409.5357142857143,407.5,80.48,527.4134615384615,475.5,178.42,694.5142857142857,695.0,171.05,812.0964545454544,791.406,148.31,863.1621621621622,764.0,393.47,2021,1200628.0,Lüneburger Straße,,
,,802,721,628,18,52,29,545,16,330,12,592.8752293577982,559.0,176.27,525.3333333333334,519.5,112.63,597.48,601.0,134.61,633.2083333333334,610.0,109.47,832.106625,836.325,179.24,720.84,620.0,277.5,2021,1200629.0,Hansaviertel,,
,,1395,1065,902,27,29,48,799,11,398,10,637.8660826032541,601.0,192.27,532.2941176470588,541.0,102.32,562.3809523809524,544.0,106.75,746.6666666666666,730.0,91.63,797.4045454545453,716.983,232.76,876.7906976744187,743.0,359.91,2021,1300730.0,Drontheimer Straße,,
,,1126,1048,843,24,35,43,762,16,294,12,673.1850393700787,641.5,196.14,529.578947368421,491.0,224.24,574.3684210526316,582.0,72.2,741.2777777777778,693.5,120.74,849.9465625,767.7170000000001,367.84,918.125,787.0,342.85,2021,1300731.0,Koloniestraße,,
,,1053,986,791,15,23,43,721,9,319,6,669.8613037447989,617.0,222.27,530.1818181818181,516.0,154.85,627.9333333333333,630.0,78.82,770.0,726.0,167.89,894.4475555555556,762.63,296.35,992.9032258064516,941.0,418.88,2021,1300732.0,Soldiner Straße,,
,,1629,1502,1249,29,56,71,1126,21,611,18,617.1181172291297,580.5,196.06,452.6818181818182,486.5,102.28,578.4651162790698,559.0,117.39,693.8529411764706,679.5,117.64,789.3841428571429,804.657,141.63,888.7678571428571,739.5,374.82,2021,1300733.0,Gesundbrunnen,,
,,2065,1913,1634,39,67,85,1470,23,952,19,577.0489795918368,534.0,187.13,448.4642857142857,442.0,68.6,559.7906976744187,539.0,162.37,641.4358974358975,612.0,143.2,823.7636086956525,791.477,208.97,922.6478873239436,741.0,404.85,2021,1300834.0,Brunnenstraße,,
,,1516,1425,1171,21,50,41,1055,14,653,13,593.6369668246446,542.0,206.33,492.0,481.0,124.46,547.6857142857143,545.0,98.45,657.6153846153846,641.5,125.8,705.5755,679.95,122.74,1082.0967741935483,1084.0,436.7,2021,1300835.0,Humboldthain Süd,,
,,2395,2167,1785,38,112,114,1607,36,1077,31,551.2184194150591,514.0,204.99,447.3571428571428,439.0,109.58,553.9295774647887,507.0,172.21,707.2096774193549,693.5,99.95,759.318916666667,736.2185,135.13,813.6736842105263,637.0,412.27,2021,1300836.0,Humboldthain Nordwest,,
,,1614,1505,1243,41,52,57,1131,8,568,7,628.7382847038019,599.0,193.64,476.6111111111111,451.0,89.28,629.3684210526316,614.0,122.75,727.3684210526316,740.0,102.66,843.60325,762.72,189.1,947.0454545454544,960.0,300.68,2021,1400937.0,Afrikanische Straße,,
,,2809,1184,997,38,48,56,896,22,540,20,581.859375,555.0,188.81,458.1290322580645,450.0,97.52,598.3142857142857,571.0,137.39,697.9375,700.0,126.3,773.0582727272729,772.9035,108.84,873.2916666666666,810.0,341.38,2021,1400938.0,Kameruner Straße,,
,,785,723,600,10,33,29,549,10,330,6,577.7377049180328,551.0,194.22,445.875,462.5,74.66,523.1111111111111,470.0,166.92,719.4736842105264,728.0,208.76,818.4933000000001,808.9205,212.29,790.0,590.0,414.95,2021,1400939.0,Glasgower Straße,,
,,1040,983,822,17,26,31,754,2,408,2,619.2970822281167,574.0,193.64,479.26666666666665,473.0,66.88,576.9230769230769,594.0,125.44,730.6363636363636,735.0,183.8,784.9865,784.9865,1.33,819.75,814.5,296.1,2021,1400940.0,Schillerpark,,
,,585,560,449,16,7,18,416,3,194,3,632.3293269230769,614.0,161.58,517.3076923076923,487.0,122.36,845.4,638.0,398.01,808.0,809.0,48.38,801.2246666666666,787.834,50.69,718.9230769230769,679.0,227.74,2021,1400941.0,Londoner Straße,,
,,1157,1062,926,33,45,49,822,18,532,16,571.4002433090025,531.0,182.03,448.8076923076923,439.5,82.34,557.8965517241379,552.0,117.21,698.5806451612904,687.0,169.27,766.2530555555555,740.4035,160.71,837.7857142857143,845.5,275.7,2021,1400942.0,Westliche Müllerstraße,,
,,1099,1048,872,24,20,31,780,7,494,7,579.0320512820513,532.0,222.05,411.5,381.5,107.65,513.8888888888889,477.0,105.59,687.5454545454545,634.0,159.63,757.107857142857,762.204,33.18,764.074074074074,633.0,345.6,2021,1401043.0,Antonstraße,,
,,1177,1102,907,26,33,42,794,8,515,8,563.2544080604534,536.0,188.84,420.42105263157896,426.0,99.65,508.2380952380952,489.0,85.78,771.25,741.5,177.46,775.549625,778.0235,63.84,971.9333333333332,987.5,375.12,2021,1401044.0,Uferstraße,,
,,1020,948,823,24,33,39,738,9,418,9,597.9430894308944,572.0,184.0,491.0,507.0,87.98,546.4,546.5,71.12,760.1333333333333,745.0,126.95,698.0390000000001,665.043,105.0,986.6176470588236,931.5,364.87,2021,1401045.0,Schwedenstraße,,
,,843,780,653,16,27,36,595,9,339,8,603.7529411764706,579.0,183.19,507.7857142857143,507.5,91.59,586.4444444444445,543.5,118.03,709.0,671.0,131.75,772.5072222222221,718.407,131.34,820.36,770.0,296.4,2021,1401046.0,Nordufer,,
,,1007,957,807,20,22,28,712,6,474,6,566.306179775281,529.5,188.47,473.52941176470586,482.0,71.99,569.5833333333334,538.0,126.23,698.1666666666666,695.0,76.8,777.0889999999999,804.315,95.84,983.08,943.0,450.57,2021,1401047.0,Sparrplatz,,
,,1173,1089,901,15,45,39,818,16,504,15,590.083129584352,543.0,182.44,462.57142857142856,453.0,25.99,543.5,515.5,120.99,744.2307692307693,756.0,183.89,785.5061874999999,836.6015,121.21,850.8,748.0,364.61,2021,1401048.0,Leopoldplatz,,
,,1815,1412,1152,34,39,43,1046,13,621,13,599.2906309751434,558.0,196.61,488.9032258064516,470.0,86.18,597.3461538461538,564.0,149.83,666.7692307692307,631.0,142.5,784.4874615384615,788.64,81.41,952.1142857142858,1060.0,386.14,2021,1401049.0,Schulstraße,,
,,1169,1051,884,23,66,52,802,32,487,24,595.1546134663341,573.0,173.14,425.88235294117646,442.0,62.94,603.5294117647059,581.0,149.39,717.28,725.0,111.43,804.2728750000001,790.5715,146.29,802.0238095238095,760.5,207.31,2021,2100101.0,Askanischer Platz,,
,,1397,1264,1057,23,90,43,956,37,632,35,572.2343096234309,538.0,182.13,460.15,415.5,155.53,580.84375,553.5,153.38,695.4032258064516,665.5,130.98,725.3125405405405,717.857,116.5,829.3142857142857,708.0,328.63,2021,2100102.0,Mehringplatz,,
,,570,523,432,2,22,25,396,8,285,8,560.1287878787879,518.5,172.48,430.5,430.5,120.92,534.7142857142857,521.5,68.38,698.1538461538462,661.0,123.73,688.9780000000001,639.4704999999999,127.66,707.375,595.0,317.75,2021,2100103.0,Am Berlin Museum,,
,,873,806,683,21,36,30,604,17,453,16,537.2384105960265,496.5,174.95,399.3333333333333,432.0,116.21,550.5714285714286,541.0,99.06,590.8846153846154,585.5,131.36,652.5324117647059,647.68,110.88,824.0384615384615,647.5,443.42,2021,2100104.0,Moritzplatz,,
,,1201,1099,905,17,39,63,816,14,617,14,520.0477941176471,474.0,168.39,426.6,414.0,98.12,465.4242424242424,467.0,134.14,595.95,558.0,89.45,630.4188571428573,628.8685,96.59,699.1454545454545,614.0,289.06,2021,2100105.0,Prinzenstraße,,
,,1187,1087,966,32,49,51,860,10,672,9,516.1790697674419,466.5,191.9,398.1739130434783,396.0,51.49,486.625,443.5,166.48,589.3333333333334,592.0,202.01,673.2976,647.1565,147.65,690.125,583.0,379.35,2021,2100106.0,Wassertorplatz,,
,,436,372,336,5,47,16,294,26,133,17,661.5102040816327,627.0,185.03,601.0,601.0,50.91,649.1142857142858,637.0,91.73,727.90625,702.0,120.24,906.7095384615384,813.332,382.77,1109.357142857143,1120.0,458.34,2021,2200207.0,Gleisdreieck,,
,,856,785,694,16,40,31,628,13,403,11,576.9171974522293,535.5,194.44,417.5,380.0,95.38,586.3333333333334,570.0,139.34,736.5555555555555,754.0,83.82,781.3326153846155,757.62,138.28,788.6785714285714,797.0,258.75,2021,2200208.0,Rathaus Yorckstraße,,
,,818,742,646,20,27,49,580,9,388,9,569.7137931034483,542.0,156.19,488.6428571428572,479.5,133.57,572.8,565.0,117.69,741.0,697.0,150.51,740.8651111111111,727.04,77.97,799.4,746.0,263.88,2021,2200209.0,Viktoriapark,,
,,1307,1179,1014,29,52,75,908,12,674,12,511.9019823788546,471.5,177.07,429.69565217391306,434.0,105.76,515.6857142857143,444.0,185.21,686.65,642.5,141.59,694.723,704.09,128.56,620.6865671641791,526.0,323.36,2021,2200210.0,Urbanstraße,,
,,1290,1198,1032,28,48,44,930,19,595,15,578.7139784946237,542.0,173.4,466.35,473.0,83.84,570.7428571428571,546.0,99.05,723.1428571428571,693.0,131.14,815.7069473684211,738.54,217.1,781.65625,706.5,344.18,2021,2200211.0,Chamissokiez,,
,,923,844,720,17,52,27,644,14,425,11,575.9006211180124,537.5,188.03,492.0,471.0,82.31,518.5428571428571,493.0,112.43,684.3076923076923,627.5,164.62,748.3711428571429,710.7055,132.09,726.3478260869565,642.0,321.77,2021,2200212.0,Graefekiez Süd,,
,,1868,1139,1002,28,81,87,869,33,599,27,564.560414269275,528.0,173.85,476.52941176470586,419.0,136.05,563.1320754716982,503.0,203.89,742.925,678.0,209.21,765.1050606060605,729.73,165.53,840.7121212121212,667.0,424.24,2021,2200213.0,Graefekiez Nord,,
,,1211,1112,991,35,53,46,875,10,691,10,511.1154285714286,471.0,165.15,444.5,413.5,109.29,500.3928571428572,464.0,138.65,668.55,627.0,175.65,593.6162000000002,612.675,65.36,788.35,690.0,320.38,2021,2300314.0,Oranienplatz,,
,,1047,960,794,31,51,35,694,14,536,14,505.2319884726225,463.0,188.31,394.8571428571428,374.0,91.52,475.28125,425.0,164.44,579.9655172413793,588.0,164.62,611.0660714285714,616.4715,69.84,678.0,580.0,296.47,2021,2300315.0,Lausitzer Platz,,
,,751,679,571,20,37,33,504,10,385,10,527.6448412698413,491.0,158.39,435.3125,441.5,52.98,501.45454545454544,470.0,111.51,654.7391304347826,598.0,222.16,633.9339,595.0045,105.53,1028.7826086956522,1019.0,416.25,2021,2300316.0,Köpenicker Straße,,
,,1043,951,808,23,46,45,716,15,555,13,501.1480446927374,461.5,185.01,421.1428571428572,414.0,92.75,518.1724137931035,488.0,149.9,718.6818181818181,699.0,164.57,702.0194666666665,644.003,156.83,663.2631578947369,545.5,349.82,2021,2300417.0,Reichenberger Straße West,,
,,916,811,716,17,53,51,618,9,393,9,565.1440129449838,518.0,205.45,399.44444444444446,431.0,63.99,597.8461538461538,514.5,222.74,696.2941176470588,708.0,123.54,670.9055555555556,651.047,98.1,857.0555555555555,639.5,444.55,2021,2300418.0,Reichenberger Straße Ost,,
,,1225,1140,1002,25,51,34,874,14,594,12,569.578947368421,518.5,195.73,452.61538461538464,427.0,113.43,516.6428571428571,500.0,96.23,642.7142857142857,591.0,183.16,730.0260714285714,590.4135000000001,272.02,759.6666666666666,735.5,271.79,2021,2300419.0,Wrangelkiez,,
,,1714,969,832,29,49,35,756,26,482,24,586.2857142857143,545.5,205.85,500.0769230769231,469.0,144.67,588.5,582.5,91.91,655.5555555555555,629.5,129.96,717.5063461538462,701.707,119.06,1120.655172413793,1197.0,471.21,2021,2400520.0,Barnimkiez,,
,,972,901,789,16,26,44,708,6,502,6,551.3333333333334,522.0,173.33,445.4285714285714,455.0,48.86,506.6470588235294,505.0,71.81,679.2307692307693,666.0,90.19,661.6121666666667,628.85,98.91,1013.5428571428572,1130.0,478.64,2021,2400521.0,Friedenstraße,,
,,1127,1050,899,27,34,43,815,7,545,7,558.4907975460122,526.0,162.02,415.59090909090907,435.5,77.35,545.9411764705883,535.0,152.32,760.9285714285714,754.0,129.29,688.6387142857142,640.537,106.81,1068.3125,1175.5,386.23,2021,2400522.0,Richard-Sorge-Viertel,,
,,2800,2608,2268,56,116,76,2033,45,1497,39,534.5086079685194,497.0,176.86,426.4090909090909,418.5,90.02,512.9761904761905,489.0,139.52,654.5,608.5,240.85,775.7237111111111,663.613,513.23,829.0172413793103,666.5,415.2,2021,2400623.0,Andreasviertel,,
,,1216,1121,933,20,56,39,829,17,590,14,523.7551266586248,481.0,198.57,361.1875,344.5,66.58,544.5882352941177,439.5,216.54,660.2777777777778,642.5,186.82,728.0271764705883,678.514,179.32,911.125,783.0,419.32,2021,2400624.0,Weberwiese,,
,,653,581,540,9,52,19,474,35,325,29,558.1856540084389,507.0,213.54,400.3333333333333,398.0,101.21,559.6315789473684,527.0,150.89,642.25,595.0,159.63,742.3071428571428,723.943,154.84,809.1538461538462,795.0,407.43,2021,2400625.0,Wriezener Bahnhof,,
,,686,603,511,9,33,50,464,9,282,7,588.0560344827586,552.5,177.96,510.25,480.5,83.33,567.9545454545455,540.5,118.27,655.3636363636364,629.0,156.99,746.6042222222221,701.014,153.93,851.5869565217391,713.0,376.12,2021,2500726.0,Hausburgviertel,,
,,653,565,494,14,52,35,441,12,288,11,569.0929705215419,543.0,170.18,471.7692307692308,474.0,81.8,558.5416666666666,522.5,115.27,759.0,624.5,351.0,720.2876666666667,702.7370000000001,105.29,1038.5833333333333,1017.5,457.73,2021,2500727.0,Forckenbeckplatz,,
,,778,700,586,8,44,34,528,10,304,8,616.4166666666666,575.0,209.64,484.6666666666667,472.0,89.52,563.952380952381,542.0,76.34,670.8235294117648,617.0,143.8,751.6495,755.418,167.52,989.4137931034484,863.0,426.95,2021,2500728.0,Samariterviertel,,
,,635,578,501,15,39,18,447,13,231,11,625.6845637583892,597.0,162.85,523.3846153846154,501.0,131.78,594.15,564.5,149.17,645.15,635.5,80.5,748.987923076923,672.65,215.57,967.5,866.0,356.89,2021,2500729.0,Pettenkofer Straße,,
